Designator,Footprint,Quantity,Value,LCSC Part #
"CN1, CN2, CN3, CN4",CONN-TH_39288020,4,39288020,C490534
"J1, J2",CONN_SDA-42820-0002_02_RC_MOL,2,428202214,
RF1,ANT-SMD_73412-0110,1,73412-0110,C434806
