Designator,Mid X,Mid Y,Rotation,Layer
CN1,32.5,-59.416667,270.0,top
CN2,32.5,-69.583334,270.0,top
CN3,32.5,-79.75,270.0,top
CN4,32.5,-89.916667,270.0,top
J1,54.229099,-96.9104,90.0,top
J2,54.2988,-69.25,90.0,top
RF1,31.267909,-108.525862,0.0,top
